record;classification;subClassification;length;width;thickness;diameter;weight;quantity;broadperiod;fromdate;todate;location;date;weather
106370;;;56.72;30.17;8.85;10.14;13.26;1;MEDIEVAL;1000;1300;Basingstoke and Deane,Hampshire;5761;69.8
105822;;;35.5;22;;;4.34;1;NEOLITHIC;-3500;-2100;Hinckley and Bosworth,Leicestershire;8167;73.4
105453;;;;;;;;1;NEOLITHIC;-2500;-1500;West Oxfordshire,Oxfordshire;5884;51.8
104979;;;33;21;5;;2.8;1;BRONZE AGE;-2150;-800;Melton,Leicestershire;14135;46.4
103495;;;36;19;5;;2.61;1;NEOLITHIC;-3000;-2000;Guildford,Surrey;13980;51.8
103075;;;;;;;;1;NEOLITHIC;-2500;-1500;Forest Heath,Suffolk;7376;51.8
103074;;;;;;;;1;NEOLITHIC;-2500;-1500;Forest Heath,Suffolk;7376;51.8
103070;;;;;;;;2;NEOLITHIC;-2500;-1500;Forest Heath,Suffolk;7376;51.8
103068;;;;;;;;1;NEOLITHIC;-2500;-1500;Forest Heath,Suffolk;7376;50
102310;barbed and tanged;;27;19;5.7;;2.06;1;NEOLITHIC;-2700;-1700;Cornwall,Cornwall;5886;75.2
102265;Barb and Tanged;;22.88;24.14;;;2.7;1;NEOLITHIC;-2500;-1500;Stratford-on-Avon,Warwickshire;7521;68
101492;;;21.7;19.2;4.2;;1.34;1;BRONZE AGE;-2000;-1500;East Hampshire,Hampshire;5115;62.6
100853;;;52;16;;;;1;NEOLITHIC;-3500;-2100;St. Edmundsbury,Suffolk;11781;51.8
100292;;;34;24;5;;3.77;1;NEOLITHIC;-3500;-2100;Melton,Leicestershire;14135;75.2
100220;Leaf-Shaped;;28.92;14.6;5.04;;2.3;1;NEOLITHIC;-4500;-2200;Stratford-on-Avon,Warwickshire;7521;53.6
100091;barbed;;22;19;4;;;1;BRONZE AGE;-2150;-1500;Stroud,Gloucestershire;11568;51.8
100001;;;47;15.5;3.9;;6.52;1;BRONZE AGE;-2150;-800;Forest Heath,Suffolk;7376;64.4
99708;;;27;19;6;;2.35;1;BRONZE AGE;-2150;-1500;Charnwood,Leicestershire;7307;62.6
99476;;;33.82;24.5;6.79;;4.64;1;NEOLITHIC;;;Winchester,Hampshire;10715;59
99375;;;22.6;13.4;3.55;;0.78;1;NEOLITHIC;-3500;-2100;Leeds,Yorkshire del Oeste;13251;66.2
99367;Transverse;;32.6;18.3;4.08;;1.95;1;NEOLITHIC;-2500;-2100;Selby,Yorkshire del Norte;13941;59
99355;Leaf shaped;;23.15;14.66;3.4;;0.94;1;NEOLITHIC;-3500;-2900;Leeds,Yorkshire del Oeste;13251;59
99346;Triangular;;19;17.9;3.3;;0.99;1;NEOLITHIC;-3500;-2500;Leeds,Yorkshire del Oeste;13251;59
99345;Leaf shaped;;32.22;17.66;3.03;;1.54;1;NEOLITHIC;-3500;-2500;Leeds,Yorkshire del Oeste;13251;59
99324;Triangular;;21.6;15;2.7;;0.75;1;NEOLITHIC;-2500;-1500;Leeds,Yorkshire del Oeste;13251;66.2
99315;;;28.9;16.9;5.2;;2.49;1;NEOLITHIC;-3500;-2100;Selby,Yorkshire del Norte;13941;66.2
99313;;;35.2;17.4;3.6;;2.83;1;NEOLITHIC;-3500;-2100;Selby,Yorkshire del Norte;13941;66.2
99312;Transverse;;38.7;19.7;3.6;;2.55;1;NEOLITHIC;-3500;-2100;Selby,Yorkshire del Norte;13941;59
99310;;;28.3;21.6;4.4;;2.73;1;NEOLITHIC;-3500;-2100;Leeds,Yorkshire del Oeste;13251;59
99307;;;40.38;26.8;6.13;;5.1;1;NEOLITHIC;-3500;-2100;Leeds,Yorkshire del Oeste;13251;66.2
99294;;;34.12;18.98;5.04;;2.54;1;NEOLITHIC;-3500;-2100;Selby,Yorkshire del Norte;13941;59
99292;Triangular;;23.6;17.9;3.8;;1.43;1;NEOLITHIC;-3500;-2100;Leeds,Yorkshire del Oeste;13251;59
99288;Leaf shaped;;31.5;17.2;5.85;;2.91;1;NEOLITHIC;-3500;-2100;Leeds,Yorkshire del Oeste;13251;46.4
98724;;;22;14;5;;1.21;1;NEOLITHIC;-3500;-800;Wiltshire,Wiltshire;7406;46.4
98723;;;31;18;4.5;;2.43;1;NEOLITHIC;-2500;-2100;Wiltshire,Wiltshire;7406;46.4
98722;;;39;32;6;;5.31;1;NEOLITHIC;-3500;-2100;Wiltshire,Wiltshire;7406;68
98695;;;57.3;11.41;6.85;;;1;MEDIEVAL;1066;1500;Gravesham,Kent;7770;57.2
98685;;;44;22;;;19.35;1;IRON AGE;-600;1000;Ribble Valley,Lancashire;13004;68
97583;Military;;29;;25;;;1;MEDIEVAL;1200;1500;Central Bedfordshire,Bedfordshire;8168;77
96747;Leaf Shaped;;37.3;16.9;5.3;;2.71;1;NEOLITHIC;-2900;-2150;County of Herefordshire,Herefordshire;5491;48.2
95909;;;22.3;19.4;3.4;;1.28;1;BRONZE AGE;-2500;-1400;Dudley,Midlands Occidentales;5305;77
95752;Barbed and tanged arrowhead;;;;;;;1;BRONZE AGE;-2150;-1500;King's Lynn and West Norfolk,Norfolk;12305;73.4
95527;Medieval Catalogue Type 2;;101.32;35.05;6.21;;;1;MEDIEVAL;1100;1300;Aylesbury Vale,Buckinghamshire;13823;73.4
95515;;;33;19;5;;;1;NEOLITHIC;-2600;-1900;Carlisle,Cumbria;12306;69.8
95514;;;27;23;3;;1.5;1;BRONZE AGE;-1950;-1800;South Northamptonshire,Northamptonshire;6553;46.4
94747;tanged;;25;12;24;;1.18;1;NEOLITHIC;-3500;-2100;Wiltshire,Wiltshire;7406;46.4
94744;leaf-shaped;;38;24;6.5;;5.96;1;NEOLITHIC;-3500;-2100;Wiltshire,Wiltshire;7406;60.8
94326;;;50;15;;;5.87;1;MEDIEVAL;1200;1500;Epsom and Ewell,Surrey;8188;66.2
93902;;;49.66;12.36;4.49;;4.09;1;MEDIEVAL;;;High Peak,Derbyshire;5031;59
93769;Barbed and tanged;Sutton;28;18.7;5.3;;2.4;1;BRONZE AGE;2500;1500;Daventry,Northamptonshire;12696;46.4
92928;;;53.5;34.5;8.5;;18.17;1;NEOLITHIC;-4500;-2000;Wiltshire,Wiltshire;7406;60.8
91237;Leaf-shaped;;;;;;;2;NEOLITHIC;-3500;-2100;Monmouthshire,Gales;13241;64.4
91172;;;33.61;11.07;5.9;;;1;BRONZE AGE;-1150;-800;Bassetlaw,Nottinghamshire;9226;57.2
90902;;;37;22;4;;2.54;1;BRONZE AGE;-2000;-1500;Elmbridge,Surrey;12731;51.8
90571;;;37.5;19.5;;;;1;NEOLITHIC;-3500;-2100;Forest Heath,Suffolk;7376;73.4
89181;;;24.83;;4.12;;1.4;1;BRONZE AGE;;;East Riding of Yorkshire,East Riding of Yorkshire;13250;51.8
88891;Transverse;;36.14;22.62;4.23;;2.78;1;NEOLITHIC;-3500;-2900;Calderdale,Yorkshire del Oeste;14704;73.4
88717;Leafshaped;;15.2;15.3;2.7;;0.9;1;NEOLITHIC;4500;2000;East Northamptonshire,Northamptonshire;8100;46.4
88493;;;27;20;;;1.58;1;BRONZE AGE;-2000;-1500;Waverley,Surrey;11996;46.4
88492;;;22;25;;;1.94;1;BRONZE AGE;-2000;;Guildford,Surrey;13980;69.8
87617;;;;;;;;1;NEOLITHIC;;;Hinckley and Bosworth,Leicestershire;8167;48.2
87613;;;21.96;;;;;1;MEDIEVAL;1066;1300;Uttlesford,Essex;9653;46.4
87577;;;;;;;;16;NEOLITHIC;;;Forest of Dean,Gloucestershire;14277;69.8
87075;;;69.6;19.16;3.12;;10.8;1;MEDIEVAL;1066;1400;East Hertfordshire,Hertfordshire;12511;46.4
86563;;;;;;;;2;NEOLITHIC;;;Forest of Dean,Gloucestershire;14277;46.4
86561;;;;;;;;3;NEOLITHIC;;;Forest of Dean,Gloucestershire;14277;73.4
85616;;;28.4;17.2;3.5;;1.55;1;NEOLITHIC;;;East Riding of Yorkshire,East Riding of Yorkshire;13250;57.2
83420;;;41;28;6;;6.1;1;NEOLITHIC;-4500;-2000;Isle of Wight,Isle of Wight;7100;66.2
82696;;;25.6;8.3;3.7;;0.54;1;BRONZE AGE;;;High Peak,Derbyshire;5031;
82286;;;69;14;6;;14;1;MEDIEVAL;1500;1600;;13941;57.2
81123;;;31.9;20.3;5.4;;2.38;1;NEOLITHIC;-3500;-2100;Wyre Forest,Worcestershire;9808;68
80732;;;35;26;;;;1;NEOLITHIC;-3500;-2100;Kirklees,Yorkshire del Oeste;7768;69.8
80680;;;24;20;;;1.62;1;BRONZE AGE;;;Reigate and Banstead,Surrey;14590;46.4
80278;;;27.5;18;;;2.25;1;NEOLITHIC;;;Waverley,Surrey;11996;77
80224;;;15;16;;;0.73;1;NEOLITHIC;;;North Devon,Devon;12977;77
80220;;;20;15;;;0.78;1;BRONZE AGE;;;North Devon,Devon;12977;48.2
79013;;;58;10.1;;;15.32;1;MEDIEVAL;1200;1500;Staffordshire Moorlands,Staffordshire;13883;64.4
78464;;;70;10.5;;;5.8;1;MEDIEVAL;1100;1200;City and County of the City of London,London;10081;
78436;;;24;14;;;0.8;1;NEOLITHIC;;;;13941;62.6
78397;;;37.4;18;;;2.29;1;NEOLITHIC;-3500;-2100;Mid Suffolk,Suffolk;13435;62.6
77861;;;;;;;;1;BRONZE AGE;;;Warrington,Cheshire;8925;68
77650;;;30;21;4;;;1;NEOLITHIC;-2500;-2100;Rotherham,Yorkshire del Sur;10631;68
75506;;;51.4;15.8;10.3;;16.05;1;BRONZE AGE;-1800;-700;Lichfield,Staffordshire;12700;57.2
75377;;;27;23;4.2;;2.44;1;NEOLITHIC;-4500;-2000;Isle of Wight,Isle of Wight;7100;59
75256;;;32;32;;;3.48;1;NEOLITHIC;-2000;;Woking,Surrey;13857;75.2
73485;;;32;15.1;;;2.25;1;NEOLITHIC;-2900;-2500;Stratford-on-Avon,Warwickshire;7521;50
72994;;;18;15;;;;1;NEOLITHIC;;;Northumberland,Northumberland;12396;59
72735;leaf-shaped;;30.18;16.03;5.2;;2.21;1;NEOLITHIC;-4500;-3500;South Derbyshire,Derbyshire;9628;50
72637;;;20;20;;;;1;NEOLITHIC;;;Northumberland,Northumberland;12396;48.2
72288;Barbed and tanged;;39.76;19.82;2.56;;5.1;1;BRONZE AGE;-1275;-1140;Uttlesford,Essex;9653;73.4
71782;;;48.12;24.02;8.86;;9000.84;1;NEOLITHIC;-2200;-750;South Cambridgeshire,Cambridgeshire;14251;51.8
70924;;;36;21;;;3.4;1;NEOLITHIC;-2500;-1500;Forest Heath,Suffolk;7376;77
70501;leaf shaped;;42.8;18.1;3.5;;2.72;1;NEOLITHIC;-2900;2150;County of Herefordshire,Herefordshire;5491;71.6
70442;;;31.7;21.6;5.4;;3.23;1;NEOLITHIC;-3500;-2100;Wychavon,Worcestershire;6617;50
69389;leaf-shaped;;28.1;15.1;3.4;;1.92;1;NEOLITHIC;;;Cornwall,Cornwall;5886;48.2
68120;;;72;19.5;9;;14.8;1;MEDIEVAL;1000;1500;Staffordshire Moorlands,Staffordshire;13883;
68037;Leaf-Shaped;;23;15.3;4.2;;1.66;1;NEOLITHIC;-3500;-2900;;12696;59
68034;;;30.5;17;3.5;;1.65;1;BRONZE AGE;;;South Derbyshire,Derbyshire;9628;46.4
68004;;;25;20;3.5;;;1;NEOLITHIC;;;Forest of Dean,Gloucestershire;14277;62.6
67958;;;;;;;;1;BRONZE AGE;-2150;-1500;Mid Suffolk,Suffolk;13435;62.6
67955;;;22;19;;;;1;BRONZE AGE;-2150;-1500;Mid Suffolk,Suffolk;13435;62.6
67918;;;34;13;;;7.03;1;BRONZE AGE;-1500;-800;Mid Suffolk,Suffolk;13435;46.4
67762;;;93;27;;;;1;MEDIEVAL;1401;1600;Wiltshire,Wiltshire;7406;69.8
66277;;;23;16;;;;1;NEOLITHIC;-3500;-2100;Rutland,Rutland;14011;69.8
66264;;;42;23;;;;1;BRONZE AGE;-2150;-1500;Rutland,Rutland;14011;77
65470;;;23;25;4;;1.46;1;BRONZE AGE;;;Suffolk Coastal,Suffolk;5788;75.2
65287;Tanged;;20.8;14.5;;;1.17;1;BRONZE AGE;-2150;-1500;Stratford-on-Avon,Warwickshire;7521;59
65284;Hollow Base;;37.6;18.6;;;3.03;1;BRONZE AGE;-2150;-1500;Malvern Hills,Worcestershire;6515;46.4
65241;leaf-shaped;;21;14.5;2.3;;;1;NEOLITHIC;;;Forest of Dean,Gloucestershire;14277;59
64358;barbed and tanged;;26.3;17.28;4.55;;1.4;1;BRONZE AGE;;;South Derbyshire,Derbyshire;9628;55.4
62409;Barbed and tanged;;21.7;17.6;4.2;;1.7;1;BRONZE AGE;-2300;-1500;Pembrokeshire,Pembrokeshire;13334;69.8
61371;Leaf shaped;;42;24;1.5;;;1;NEOLITHIC;-2500;-2150;Newark and Sherwood,Nottinghamshire;8646;69.8
61370;;;21;23;2;;;1;NEOLITHIC;-2500;-2150;Newark and Sherwood,Nottinghamshire;8646;69.8
61369;;;22;17;4;;;1;NEOLITHIC;-2500;-2150;Newark and Sherwood,Nottinghamshire;8646;69.8
58920;;;50;24;;;;1;NEOLITHIC;-2500;-1500;North Kesteven,Lincolnshire;10147;69.8
58919;Transverse;;40;23;;;;1;NEOLITHIC;-2500;-1500;North Kesteven,Lincolnshire;10147;50
58750;;;26.69;21.9;;;;1;NEOLITHIC;-2500;-2150;Northumberland,Northumberland;12396;62.6
58345;;;;;;;;1;NEOLITHIC;-3500;-2900;North Norfolk,Norfolk;9742;57.2
57624;;;19.7;17.8;3.4;;1.03;1;BRONZE AGE;;;Isle of Wight,Isle of Wight;7100;57.2
56673;;;35.5;16.5;8;;4.86;1;MEDIEVAL;1400;1499;Isle of Wight,Isle of Wight;7100;73.4
56631;;;53.4;26.3;7.71;;12.7;1;NEOLITHIC;-3500;-2900;Richmondshire,Yorkshire del Norte;12059;71.6
56037;Leaf-shaped;;37.3;22.5;5.4;;4.6;1;NEOLITHIC;;;Cardiff,Gales;13279;57.2
56035;Barbed and tanged;;16.7;16.1;3.2;;0.8;1;BRONZE AGE;-2500;-1500;Newport,Gales;9045;55.4
55176;Transverse;;31.6;31.5;5.7;;6.38;1;NEOLITHIC;;;South Kesteven,Lincolnshire;13611;59
54396;;;31;18.5;3.1;;2.1;1;NEOLITHIC;-4000;-2000;Daventry,Northamptonshire;12696;46.4
54009;;;36.1;18.4;3.4;;;1;NEOLITHIC;;;West Lindsey,Lincolnshire;11059;55.4
53963;;;29.69;15.75;;;1.6;1;NEOLITHIC;-3500;-2900;North Tyneside,Tyne y Wear;6610;51.8
52444;;;41;29;5;;4.34;1;BRONZE AGE;-2500;-1500;Forest Heath,Suffolk;7376;71.6
52292;;;22;21;1;;1.5;1;NEOLITHIC;-4000;-1500;Medway,Medway;13371;62.6
51654;;;27;20;;;1.53;1;BRONZE AGE;-2500;-1500;North Norfolk,Norfolk;9742;66.2
51070;Leaf;;19.3;17.4;2.8;;0.9;1;NEOLITHIC;-3500;-1500;the Vale of Glamorgan,Gales;11911;66.2
51067;Barbed and Tanged;;21.1;15.5;4.4;;1.3;1;BRONZE AGE;-2300;-1500;the Vale of Glamorgan,Gales;11911;77
50973;barbed and tanged;;20.5;18;;;1.37;1;BRONZE AGE;;;North Lincolnshire,Lincolnshire;10663;59
49927;;;21.1;16.9;2.8;;;1;NEOLITHIC;;;Malvern Hills,Worcestershire;6515;60.8
49787;;;27.6;17.4;4.2;;2;1;NEOLITHIC;;;Monmouthshire,Gales;13241;71.6
49764;;;28.4;17.3;4.2;;1.9;1;NEOLITHIC;;;Caerphilly,Caerphilly;9994;46.4
48819;;;36.5;19.1;5.6;;4.2;1;NEOLITHIC;-4500;-1700;Wiltshire,Wiltshire;7406;66.2
48608;;;85.7;17.1;;8.5;12.6;1;MEDIEVAL;1100;1400;the Vale of Glamorgan,Gales;11911;68
48536;;;21;27;5;;2.94;1;MESOLITHIC;-8000;-1500;Ashford,Kent;8649;46.4
48331;Leaf;;44.93;18.35;4.22;;3.81;1;NEOLITHIC;-4000;-2400;South Somerset,Somerset;10540;71.6
47477;Trenchet arrowhead;;32;25;;;;1;NEOLITHIC;-4000;-2200;Ryedale,Yorkshire del Norte;7953;71.6
47476;Trenchet arrowhead;;28;20;;;;1;NEOLITHIC;-4000;-2200;Ryedale,Yorkshire del Norte;7953;71.6
47475;Transverse arrowhead;;37;24;;;;1;NEOLITHIC;-4000;-2200;Ryedale,Yorkshire del Norte;7953;71.6
47474;Transverse arrowhead;;32;22;;;;1;NEOLITHIC;-4000;-2200;Ryedale,Yorkshire del Norte;7953;71.6
47472;Leaf-shaped;;29;21;;;;1;NEOLITHIC;-4000;-2200;Ryedale,Yorkshire del Norte;7953;71.6
47471;Leaf-shaped;;29;22;;;;1;NEOLITHIC;-4000;-2200;Ryedale,Yorkshire del Norte;7953;71.6
47470;Barbed and tanged;;21;17;;;;1;BRONZE AGE;;;Ryedale,Yorkshire del Norte;7953;71.6
47468;Leaf-shaped;;40;19;;;;1;NEOLITHIC;-4000;-2200;Ryedale,Yorkshire del Norte;7953;66.2
47390;Barbed and tanged arrowhead;;58;16;;;;1;POST MEDIEVAL;;;Selby,Yorkshire del Norte;13941;66.2
47389;Barbed and tanged arrowhead;;62;18;;;;1;POST MEDIEVAL;;;Selby,Yorkshire del Norte;13941;66.2
47147;large, flat, leaf shaped;;25.4;30.5;4;;;1;BRONZE AGE;-2500;-700;Selby,Yorkshire del Norte;13941;73.4
46648;;;35.29;28.17;3.75;;2.47;1;BRONZE AGE;-2500;-700;East Northamptonshire,Northamptonshire;8100;60.8
46454;;;;23.01;6.26;;;1;BRONZE AGE;-2500;-1000;Northampton,Northamptonshire;13951;59
46235;leaf shaped;;29.47;19.08;3.8;;2.02;1;NEOLITHIC;-4000;-2200;Daventry,Northamptonshire;12696;59
46207;;;;16.23;3.37;;1.32;1;NEOLITHIC;-4000;-2200;Daventry,Northamptonshire;12696;59
45909;leaf shaped;;30.05;16.43;2.57;;1.2;1;NEOLITHIC;-3500;-2200;Daventry,Northamptonshire;12696;
45867;Leaf - Shaped Arrowhead;;27.19;19.22;4.2;;2.39;1;NEOLITHIC;-4000;-2200;;14063;68
45277;Barb and Tanged Arrowhead;;;;;;;1;BRONZE AGE;-2500;-1400;Warwick,Warwickshire;13309;48.2
45059;;;55.58;15.58;3.54;6.82;5.27;1;MEDIEVAL;1066;1350;Milton Keynes,Buckinghamshire;10571;59
44818;leafshaped;;27.63;16.35;2.57;;1.17;1;NEOLITHIC;-4000;-2200;Daventry,Northamptonshire;12696;75.2
42831;;;40;22;8;;;1;NEOLITHIC;-4000;-2200;Shepway,Kent;14347;75.2
42694;;;34;22;5;;;1;BRONZE AGE;-2500;-700;Shepway,Kent;14347;73.4
41518;;;30;20;;;;1;BRONZE AGE;-2500;-700;Cheshire East,Cheshire;12247;77
41284;;;55.2;22.3;2.7;;;1;NEOLITHIC;-4000;-2200;North Lincolnshire,Lincolnshire;10663;69.8
41064;;;39.5;18.1;4.6;;2.92;1;NEOLITHIC;-4000;-700;Newark and Sherwood,Nottinghamshire;8646;77
40220;;;31.4;21.6;3.7;;2.62;1;NEOLITHIC;-4000;-2200;North Lincolnshire,Lincolnshire;10663;66.2
40101;;;25.8;15.3;3.5;;1.19;1;BRONZE AGE;-2500;-700;Selby,Yorkshire del Norte;13941;75.2
39913;;;;;;;;1;NEOLITHIC;-4000;-2200;Broadland,Norfolk;14063;68
38090;;;45;14;5.5;;7.96;1;MEDIEVAL;1066;1540;Babergh,Suffolk;7185;77
37326;;;49;25;5;;5.98;1;BRONZE AGE;-2500;-1500;Suffolk Coastal,Suffolk;5788;77
37325;;;32;21;4;;2.49;1;NEOLITHIC;-4000;-1500;Suffolk Coastal,Suffolk;5788;73.4
37120;;;64;12;10;;13.58;1;BRONZE AGE;-2500;-700;South Cambridgeshire,Cambridgeshire;14251;60.8
36753;;;163;12;;;14.88;1;POST MEDIEVAL;1540;;Tendring,Essex;5239;77
36184;;;66;22;11;;21.24;1;BRONZE AGE;-1000;-700;Suffolk Coastal,Suffolk;5788;62.6
36120;;;60;50;9;;;1;NEOLITHIC;-2500;-1800;North Norfolk,Norfolk;9742;46.4
31345;Leaf;Green's type 3B;29.6;16.2;4.7;;1.5;1;NEOLITHIC;-2600;-1900;Forest of Dean,Gloucestershire;14277;77
31045;;;36.1;17;3.2;;1.35;1;NEOLITHIC;;;North Lincolnshire,Lincolnshire;10663;46.4
30061;;flint;35;15;;;;1;NEOLITHIC;-2500;-2150;West Lindsey,Lincolnshire;11059;73.4
28187;proximal section (point);;30.3;16.4;4.3;;;1;BRONZE AGE;-2500;-700;East Riding of Yorkshire,East Riding of Yorkshire;13250;71.6
27811;Leaf;;25.1;21.2;3.4;;;1;NEOLITHIC;-4000;-3000;Ryedale,Yorkshire del Norte;7953;
27361;;;18.54;13.9;3.17;;;1;NEOLITHIC;;;North Warwickshire,Warwickshire;14042;69.8
27235;;;62.45;18.78;8.84;;;1;MEDIEVAL;1066;1540;Stratford-on-Avon,Warwickshire;7521;75.2
27087;Barb and Tanged;Sutton Type B or C;40;30;6;;;1;PREHISTORIC;-500000;43;Wyre Forest,Worcestershire;9808;57.2
27008;Leaf Shaped Arrowhead;;24.46;15.41;2.74;;;1;NEOLITHIC;-4000;-2200;Lichfield,Staffordshire;12700;68
26960;Leaf Shaped Arrowhead;;39.26;21.78;3.62;;;1;NEOLITHIC;;;Lichfield,Staffordshire;12700;68
26190;Tanged;;36.2;28.34;7.38;;;1;NEOLITHIC;-4000;-2200;Cotswold,Gloucestershire;9557;68
25581;Leaf-shaped arrowhead;;30.2;22.65;;;3.12;1;NEOLITHIC;-4000;-2200;Stratford-on-Avon,Warwickshire;7521;75.2
25341;Leaf-Shaped Arrowhead;;31.69;17.25;4.13;;;1;NEOLITHIC;-4000;-2200;Malvern Hills,Worcestershire;6515;59
25210;;;23.81;15.24;3.52;;;1;PREHISTORIC;-500000;43;Malvern Hills,Worcestershire;6515;59
24653;;;41.1;30.76;4.8;;;1;BRONZE AGE;;;Hinckley and Bosworth,Leicestershire;8167;69.8
24386;;;24.15;16.4;3.86;;;1;NEOLITHIC;-4000;-2200;Lichfield,Staffordshire;12700;68
24375;;;26.09;16.74;2.8;;;1;NEOLITHIC;-4000;-2200;Lichfield,Staffordshire;12700;68
24364;Trinchet arrowhead;;35.1;19.31;;;;1;NEOLITHIC;-4000;-2200;Lichfield,Staffordshire;12700;68
23859;Barb and Tanged Arrowhead;;33.36;27.54;5.15;;;1;BRONZE AGE;;;Wychavon,Worcestershire;6617;71.6
23824;;;24.38;16.7;4;;;1;BRONZE AGE;-2500;-700;Tewkesbury,Gloucestershire;6183;48.2
23344;Flint;Leaf point;24.63;16.16;2.89;;;1;NEOLITHIC;-3000;-1500;South Somerset,Somerset;10540;46.4
22678;Leaf arrowhead;;35.15;18.52;2.88;;;1;NEOLITHIC;-4000;2700;South Somerset,Somerset;10540;46.4
22677;Barbed and tanged arrowhead;;;;;;;1;BRONZE AGE;-2700;-700;South Somerset,Somerset;10540;46.4
21488;;;;;;;;1;BRONZE AGE;-2500;-1500;St. Edmundsbury,Suffolk;11781;62.6
21227;;;38;27;4;;4.97;1;NEOLITHIC;-3000;-1500;North Norfolk,Norfolk;9742;62.6
19028;barbed and tanged;;28;19;4;;2.07;1;BRONZE AGE;-2500;-1500;Mid Suffolk,Suffolk;13435;62.6
18368;;;47;24;6;;7.43;1;BRONZE AGE;-2500;-1501;Suffolk Coastal,Suffolk;5788;77
17473;;;42;18;5;;;1;BRONZE AGE;-2500;-700;Babergh,Suffolk;7185;68
16287;;;113;26;;;;1;MEDIEVAL;1066;1500;Forest Heath,Suffolk;7376;51.8
15237;;;77.04;37.99;;;;1;MEDIEVAL;1066;1540;Milton Keynes,Buckinghamshire;10571;48.2
14633;;;24.5;16.4;4;;1.33;1;NEOLITHIC;-4000;-700;Merthyr Tydfil,Gales;5754;71.6
14452;Barbed and tanged arrowhead;;25.9;16;4.6;;1.7;1;BRONZE AGE;-2500;-1800;the Vale of Glamorgan,Gales;11911;66.2
13164;;;50.1;13;5.8;;3.6;1;NEOLITHIC;-4000;-2200;;12700;
12795;;;28.8;17.5;3.3;;1.62;1;NEOLITHIC;-4000;-2200;South Kesteven,Lincolnshire;13611;55.4
8137;;;76.01;17.58;2.94;;11.02;1;BRONZE AGE;-2500;-700;Daventry,Northamptonshire;12696;59
6823;;;57.6;14.89;4.85;;9.73;1;EARLY MEDIEVAL;900;1300;East Northamptonshire,Northamptonshire;8100;73.4
6770;;;56.08;;;12.66;16.1;1;MEDIEVAL;1066;1540;East Northamptonshire,Northamptonshire;8100;73.4
6177;;;25;21.5;;;;1;BRONZE AGE;-2500;-700;Cheshire West and Chester,Cheshire;12123;69.8
4301;;;25;17;4;;;1;UNKNOWN;;;Tonbridge and Malling,Kent;11692;48.2
3107;;;26;17;15;;;1;PALAEOLITHIC;-500000;43;Maidstone,Kent;8320;68
3044;;;34;15;6;;;1;PALAEOLITHIC;-500000;-2200;Ashford,Kent;8649;68
3042;;;25;20;3;;;1;PALAEOLITHIC;-500000;-2200;Ashford,Kent;8649;68
2816;;;37;15;4;;;1;BRONZE AGE;-2500;-700;;12696;
2788;Barbed/Tanged;;38;18;7;;;1;NEOLITHIC;-4000;-2200;;14063;
2786;leaf;;49;21;6;;;1;NEOLITHIC;-4000;-2200;Ashford,Kent;8649;68
2664;;;41;21;7;;;1;NEOLITHIC;-4000;-700;Swale,Kent;7407;73.4
2329;Conygar Hill type;;39;35;5;;;1;BRONZE AGE;-2500;-700;Ashford,Kent;8649;68
1268;Oblique;;45;21;;;;1;BRONZE AGE;-2500;-700;East Hampshire,Hampshire;5115;68
250;Barbed-and-tanged;;40;20.5;3;;;1;NEOLITHIC;-2200;-1750;East Hampshire,Hampshire;5115;68
